デパートでパートリーダーを決める,1.0,1,デパート で パート リーダー を 決める,デパートデパートリーダーオキメル
鶴を釣る,2.0,1,鶴 を 釣る,ツルオツル
バンコクでは、屁を晩こく,2.0,3,バンコク で は 屁 を 晩 こく,バンコクデワヘオバンコク
テイトウワの、抵当は？,3.6,5,テイトウワ の 抵当 は,テイトウワノテイトウワ
comb（コーム／くし）で、公務執行妨害！,3.0,1,comb コーム ／ くし で 公務 執行 妨害,combコーム／クシデコウムシッコウボウガイ
エアーズロックの図録,3.5,2,エアーズロック の 図録,エアーズロックノズロク
暗黒卿が、アンコ喰う、今日。,3.0,2,暗黒 卿 が アンコ 喰う 今日,アンコクキョウガアンコクウキョウ
美女のビジョン,3.0,1,美女 の ビジョン,ビジョノビジョン
菊菜のことは聞くな！,4.0,1,菊菜 の こと は 聞く な,キクナノコトワキクナ
動詞がわからない、どうしよう・・・,3.0,1,動詞 が わから ない どう しよ う,ドウシガワカラナイドウシヨウ
お金は、おっかねー,2.5,2,お金 は おっ か ねー,オカネワオッカネー
寺を照らす,2.5,2,寺 を 照らす,テラオテラス
牛をぎゅうぎゅうに詰める,2.0,1,牛 を ぎゅうぎゅう に 詰める,ウシオギュウギュウニツメル
市都県をそのままにしとけん,4.0,2,市 都県 を そのまま に し とけん,シトケンオソノママニシトケン
腰を少しずらす,2.0,1,腰 を 少し ずらす,コシオスコシズラス
メーテルが、わめいてる！,3.8,5,メーテル が わめい てる,メーテルガワメイテル
少将、少々お待ちください。,3.0,1,少将 少々 お待ち ください,ショウショウショウショウオマチクダサイ
ぶどう、１粒どう？？？,3.7,4,ぶどう １ 粒 どう,ブドウイチツブドウ
「ハングライダーにいつ乗ったの？」「1時半ぐらいだぁ!!」,3.0,1,ハン グライダー に い つ 乗っ た の 1 時半 ぐらい だ ぁ,ハングライダーニイツノッタノ1ジハングライダぁ
鈍器を持ったドンキホーテ,2.7,4,鈍器 を 持っ た ドンキホーテ,ドンキオモッタドンキホーテ
筑波山に食いつくばぁさん,2.0,1,筑波山 に 食いつく ば ぁさん,ツクバサンニクイツクバぁさん
クリスタルで、栗擦ったる,3.1,7,クリスタル で 栗 擦っ たる,クリスタルデクリコスッタル
委員会でウソをついていいんかい？,3.0,1,委員 会 で ウソ を つい て いい ん かい,イインカイデウソオツイテイインカイ
数あるカジュアルウェア,3.0,2,数 ある カジュアル ウェア,カズアルカジュアルウェア
コンビ二で出会った二人がコンビに！！,2.4,5,コンビ 二 で 出会っ た 二 人 が コンビ に,コンビニデデアッタニニンガコンビニ
タクシーに乗るわたくしー,2.8,7,タクシー に 乗る わたくし ー,タクシーニノルワタクシー
コンドルが、けつにツッコンドル！！！,2.6,3,コンドル が けつ に ツッコンドル,コンドルガケツニツッコンドル
引火してるけど、いいんか？,3.0,1,引火 し てる けど いい ん か,インカシテルケドイインカ
五月みどりのシャツ、黄緑！,3.8,7,五月 みどり の シャツ 黄 緑,サツキミドリノシャツキミドリ
色の色は色々な色だ。,2.0,2,色 の 色 は 色々 な 色 だ,イロノイロワイロイロナイロダ
俺のレンジはオレンジ,3.3,3,俺 の レンジ は オレンジ,オレノレンジワオレンジ
ダリは、踏んだり蹴ったり,3.6,3,ダリ は 踏ん だり 蹴っ たり,ダリワフンダリケッタリ
古米を食いに行こまい！,3.0,1,古米 を 食い に 行こ まい,コマイオクイニイコマイ
鈴木京香が、すすぎ強化！,4.0,1,鈴木 京香 が すすぎ 強化,スズキキョウカガススギキョウカ
鈴木京香が来るのは、今日か？,3.0,1,鈴木 京香 が 来る の は 今日 か,スズキキョウカガクルノワキョウカ
作家の錯覚,3.0,1,作家 の 錯覚,サッカノサッカク
千疋屋で、ドン引きや！,4.0,1,千疋 屋 で ドン 引き や,センビキヤデドンビキヤ
ベントで弁当,1.0,1,ベント で 弁当,ベントデベントウ
ユベントスで、湯弁当ッス！,3.3,3,ユベントス で 湯 弁当 ッス,ユベントスデユベントウッス
プラレールで、振られーる！,3.0,2,プラレール で 振ら れ ー る,プラレールデフラレール
バイオリンで、倍、降りん。,3.0,1,バイオリン で 倍 降り ん,バイオリンデバイオリン
飲茶食べ過ぎた。や～、無茶した。,4.0,1,飲茶 食べ 過ぎ た や 無茶 し た,ヤムチャタベスギタヤムチャシタ
イベントでいい弁当！！,3.5,2,イベント で いい 弁当,イベントデイイベントウ
手に酢で、テニス,3.0,1,手 に 酢 で テニス,テニスデテニス
ラクダが落第しません。,3.0,3,ラクダ が 落第 し ませ ん,ラクダガラクダイシマセン
ゴルゴ13のゴルゴンゾーラ,3.5,2,ゴルゴ 13 の ゴルゴンゾーラ,ゴルゴ13ノゴルゴンゾーラ
素敵なステーキ,2.6,3,素敵 な ステーキ,ステキナステーキ
手紙書くの忘れたー（レター）,3.0,1,手紙 書く の 忘れ た ーレター,テガミカクノワスレターレター
マトンを待っとんねん！,4.0,1,マトン を 待っ とん ねん,マトンオマットンネン
ケーキを買えば、景気がよい。,2.0,1,ケーキ を 買え ば 景気 が よい,ケーキオカエバケイキガヨイ
松任で余暇を全う！,2.0,2,松任 で 余暇 を 全う,マットウデヨカオマットウ
もっとメールを求めーる ,3.0,1,もっと メール を 求め ー る,モットメールオモトメール
メル友を、やめるとも！,4.0,3,メル 友 を やめる とも,メルトモオヤメルトモ
FOMAのコストパフォーマンス,3.0,1,FOMA の コストパフォーマンス,FOMAノコストパフォーマンス
大木凡人がジェームス・ボンド,3.0,3,大木凡人 が ジェームスボンド,オオキボンドガジェームスボンド
オシム監督が、口惜しむ・・・,4.0,1,オシム 監督 が 口 惜しむ,オシムカントクガクチオシム
チベットで、別途見積り,4.0,1,チベット で 別途 見積り,チベットデベットミツモリ
マリでニンマリ,4.0,1,マリ で ニンマリ,マリデニンマリ
ニトリで、ヤニ取り,4.0,1,ニトリ で ヤニ 取り,ニトリデヤニトリ
ベッカムが、キャベツ噛む！,3.0,2,ベッカム が キャベツ 噛む,ベッカムガキャベツカム
蟻ここにあり。,3.0,2,蟻 ここ に あり,アリココニアリ
耳にタコが出来てしまった、イヤーね。,3.0,1,耳 に タコ が 出来 て しまっ た イヤー ね,ミミニタコガデキテシマッタイヤーネ
代弁しながら大便,3.0,2,代弁 し ながら 大便,ダイベンシナガラダイベン
最高裁には、朝行こう。,4.0,1,最高裁 に は 朝 行こ う,サイコウサイニワアサイコウ
半ケツで判決！,3.0,2,半 ケツ で 判決,ハンケツデハンケツ
岩盤浴でガンバ（死語）,3.3,3,岩盤 浴 で ガンバ 死語,ガンバンヨクデガンバシゴ
山村でシャンソン,3.0,1,山村 で シャンソン,サンソンデシャンソン
ゴキブリの動きぶり,3.8,23,ゴキブリ の 動き ぶり,ゴキブリノウゴキブリ
湿原で失言・・・,3.0,2,湿原 で 失言,シツゲンデシツゲン
丹後でタンゴ！,2.5,2,丹後 で タンゴ,タンゴデタンゴ
水中で爆睡中,4.0,1,水中 で 爆睡 中,スイチュウデ爆睡チュウ
湾口にいるワン公。,2.3,3,湾口 に いる ワン 公,ワンコウニイルワンオオヤケ
車道で牧師が、シャドーボクシング,3.0,2,車道 で 牧師 が シャドー ボクシング,シャドウデボクシガシャドーボクシング
歯科医の仕返しかい？,4.0,1,歯科 医 の 仕返し かい,シカイノシカエシカイ
小学生は、生姜くせぇ！,3.2,4,小学生 は 生姜 くせ ぇ,ショウガクセイワショウガクセぇ
ナイスじゃ無いっす・・・・,1.6,3,ナイス じゃ 無い っす,ナイスジャナイッス
菓子付きの加湿器,4.0,2,菓子 付き の 加湿 器,カシツキノカシツキ
氷菓子で高利貸し,4.0,1,氷菓子 で 高利貸し,コオリガシデコウリガシ
備後でビンゴ！,3.0,1,備後 で ビンゴ,ビンゴデビンゴ
バースとミス・ユニバース,3.0,1,バース と ミス ユニバース,バーストミスユニバース
福田家の掃除は、拭くだけ？,3.7,13,福田 家 の 掃除 は 拭く だけ,フクダカノソウジワフクダケ
恋のできない鯉,2.6,5,恋 の でき ない 鯉,コイノデキナイコイ
馬はうまい。,2.0,1,馬 は うまい,ウマワウマイ
打撲で死んだ僕。,4.0,18,打撲 で 死ん だ 僕,ダボクデシンダボク
あ、やや遅れてきたあややだ,3.0,2,あ やや 遅れ て き た あ やや だ,アヤヤオクレテキタアヤヤダ
アラスカを荒らすか？,3.4,5,アラスカ を 荒らす か,アラスカオアラスカ
細工したサイクロン掃除機,3.0,1,細工 し た サイクロン 掃除 機,サイクシタサイクロンソウジキ
父さんが倒産,2.0,1,父さん が 倒産,トウサンガトウサン
関与したらアカンよ～,3.0,1,関与 し たら アカン よ,カンヨシタラアカンヨ
お尻が言った「我々は、割れ割れ！」,3.0,2,お 尻 が 言っ た 我々 は 割れ 割れ,オシリガイッタワレワレワワレワレ
マテ茶を飲んで待て！,3.0,1,マテ 茶 を 飲ん で 待て,マテチャオノンデマテ
叶姉妹は、化膿しまい・・・,4.0,3,叶 姉妹 は 化膿 し まい,カノウシマイワカノウシマイ
広告塔を乞う黒糖,2.8,7,広告塔 を 乞う 黒糖,コウコクトウオコウコクトウ
おかかがあるのは、丘か？,3.0,1,おかか が ある の は 丘 か,オカカガアルノワオカカ
ガクトが、歯を磨くと？,3.0,1,ガクト が 歯 を 磨く と,ガクトガハオミガクト
ガクトの学党,3.0,1,ガクト の 学 党,ガクトノガクトウ
ゴレンジャーのメシは、ナシゴレンじゃー！,4.0,1,ゴレンジャー の メシ は ナシゴレン じゃー,ゴレンジャーノメシワナシゴレンジャー
バースがリバース,3.3,3,バース が リバース,バースガリバース
漆器で失禁,3.0,1,漆器 で 失禁,シッキデシッキン
陶器を不法投棄,3.0,1,陶器 を 不法 投棄,トウキオフホウトウキ
ストーブがすっ飛ぶ,3.0,3,ストーブ が すっ飛ぶ,ストーブガスットブ
カシスソーダで仮死しそうだ！,3.3,3,カシスソーダ で 仮死 し そう だ,カシスソーダデカシシソウダ
鬼太郎が来たろう？,3.0,1,鬼太郎 が 来 たろ う,オニタロウガキタロウ
新庄の新常識！,3.5,2,新庄 の 新 常識,シンジョウノシンジョウシキ
アゲアゲの唐揚げ,3.0,1,アゲアゲ の 唐 揚げ,アゲアゲノトウアゲ
ゲイの一発芸,3.0,2,ゲイ の 一 発 芸,ゲイノイチハツゲイ
汁物を知る者,3.0,1,汁物 を 知る 者,シルモノオシルモノ
自遊時間に行って、もう10時間・・・,4.0,1,自 遊 時間 に 行っ て もう 10 時間,ジ遊ジカンニイッテモウ10ジカン
リストバンドして、リスとバンド,3.1,9,リスト バンド し て リス と バンド,リストバンドシテリストバンド
空腹なので食う服,2.3,3,空腹 な ので 食う 服,クウフクナノデクウフク
海外で食べる貝がいい！,4.0,2,海外 で 食べる 貝 が いい,カイガイデタベルカイガイイ
プリンセス天功は、破天荒！,4.0,1,プリンセス 天 功 は 破天荒,プリンセステンコウワハテンコウ
ブリのブリーフ,3.0,1,ブリ の ブリーフ,ブリノブリーフ
三田さんが見たサンタ,3.0,1,三田 さん が 見 た サンタ,ミタサンガミタサンタ
バスケットの試合に馬場助っ人,3.7,4,バスケット の 試合 に 馬場 助っ人,バスケットノシアイニババスケット
ウランは売らん！,2.0,2,ウラン は 売ら ん,ウランワウラン
大仏見学行って、だいぶ疲れた・・・,3.0,1,大仏 見学 行っ て だいぶ 疲れ た,ダイブツケンガクイッテダイブツカレタ
ジャイアン死んじゃいやぁん,2.6,3,ジャイアン 死ん じゃ いやぁ ん,ジャイアンシンジャイヤァン
忍者は何人じゃ？,3.0,1,忍者 は 何 人 じゃ,ニンジャワナンニンジャ
オットセイを谷から落っとせい！,3.0,1,オットセイ を 谷 から 落っ と せい,オットセイオタニカラオットセイ
ぼっちゃんが池に落ちてボッチャン！,3.0,1,ぼっ ちゃ ん が 池 に 落ち て ボッチャン,ボッチャンガイケニオチテボッチャン
チーズに地図を書く,2.0,1,チーズ に 地図 を 書く,チーズニチズオカク
オーマイのスパゲッティのソースはうますぎて、オーマイゴッド！！,2.0,1,オーマイ の スパゲッティ の ソース は うま すぎ て オーマイゴッド,オーマイノスパゲッティノソースワウマスギテオーマイゴッド
三鷹市で見た菓子,3.0,1,三鷹 市 で 見 た 菓子,ミタカシデミタカシ
家内のまかない,3.0,1,家内 の まかない,カナイノマカナイ
マッカランは、まからん。,3.0,1,マッカラン は まから ん,マッカランワマカラン
俺、メガネには目がねぇ。,2.0,1,俺 メガネ に は 目 が ねぇ,オレメガネニワメガネェ
ニシンの二審判決,2.5,2,ニシン の 二 審 判決,ニシンノニシンハンケツ
ガムをがむしゃらに噛む,2.5,2,ガム を がむしゃら に 噛む,ガムオガムシャラニカム
チーターがお山からおっこちーたー,1.6,5,チーター が お山 から おっこち ー た ー,チーターガオヤマカラオッコチーター
校長、今日も絶好調！！,2.7,4,校長 今日 も 絶好調,コウチョウキョウモゼッコウチョウ
箸が走った。,1.5,2,箸 が 走っ た,ハシガハシッタ
井の頭線に乗ればいいのかしら？,3.0,1,井の頭線 に 乗れ ば いい の かしら,イノカシラセンニノレバイイノカシラ
お嬢、王城で立ち往生,3.0,1,お 嬢 王城 で 立ち往生,オジョウオウジョウデタチオウジョウ
大分で転んだよ・・・お～痛っ！,3.0,1,大分 で 転ん だ よお 痛 っ,オオイタデコロンダヨオイタッ
鬼太郎の映画ができたろう？,3.6,3,鬼太郎 の 映画 が でき たろ う,オニタロウノエイガガデキタロウ
タミフルを、振る,3.5,2,タミフル を 振る,タミフルオフル
宝くじが、また空くじ,3.0,1,宝くじ が また 空くじ,タカラクジガマタカラクジ
宝生舞からの報奨米,4.0,1,宝生 舞 から の 報奨 米,ホウショウマイカラノホウショウマイ
ビリーとのんびり,2.0,1,ビリー と のんびり,ビリートノンビリ
葉加瀬太郎を、吐かせたろう？,3.0,2,葉 加瀬 太郎 を 吐か せ たろ う,ハカセタロウオハカセタロウ
バッキンガム宮殿で、罰金！,3.0,1,バッキンガム 宮殿 で 罰金,バッキンガムキュウデンデバッキン
立てこもりで立てもっこり,3.0,1,立てこもり で 立て もっ こり,タテコモリデタテモッコリ
今日の料理は京料理,3.5,2,今日 の 料理 は 京 料理,キョウノリョウリワキョウリョウリ
ダサい服を下さい,3.5,2,ダサい 服 を 下さい,ダサイフクオクダサイ
カスミソウを見ていると目がかすみそう,3.0,1,カスミソウ を 見 て いる と 目 が かすみ そう,カスミソウオミテイルトメガカスミソウ
クリスマスにプレゼントをお贈り済ます,3.0,1,クリスマス に プレゼント を お 贈り 済ます,クリスマスニプレゼントオオオクリスマス
キウイが徒競走をするといっつも９位.....。,3.0,1,キウイ が 徒競走 を する と いっつも ９ 位 .....,キウイガトキョウソウオスルトイッツモキュウイ.....
私のみかんが３日間、見っかんない・・・,3.5,2,私 の みかん が ３ 日間 見 っ かん ない,ワタシノミカンガサンニチカンミッカンナイ
波多陽区にようく似てる。,2.0,1,波多 陽 区 に よ うく 似 てる,ハタヨウクニヨウクニテル
メロンを食うキャメロン・ディアス,4.0,1,メロン を 食う キャメロンディアス,メロンオクウキャメロンディアス
ルパンが好きなロールパン,3.2,4,ルパン が 好き な ロールパン,ルパンガスキナロールパン
九州を急襲,3.0,1,九州 を 急襲,キュウシュウオキュウシュウ
九州を吸収合併,3.0,1,九州 を 吸収 合併,キュウシュウオキュウシュウガッペイ
ボンドまみれのジェームス・ボンド,3.5,2,ボンド まみれ の ジェームス ボンド,ボンドマミレノジェームスボンド
サムネイル表示見て「寒い。寝る。」,2.0,1,サムネイル 表示 見 て 寒い 寝る,サムネイルヒョウジミテサムイネル
サムネイルで、サム、寝入る・・・,3.0,1,サムネイル で サム 寝入る,サムネイルデサムネイル
カクテル好きな人が蚊、食ってる,3.0,1,カクテル 好き な 人 が 蚊 食っ てる,カクテルスキナヒトガカクッテル
テロだ！よう～く見てろ,3.5,2,テロ だ よ うく 見 て ろ,テロダヨウクミテロ
インコグニートがニート生活,3.0,1,インコグニート が ニート 生活,インコグニートガニートセイカツ
カリブ海で頬被りかい？,3.0,1,カリブ海 で 頬被り かい,カリブカイデホオカブリカイ
いなりが倍だよ！　バイナリ！,3.0,1,い なり が 倍 だ よ 　 バイナリ,イナリガバイダヨ　バイナリ
九官鳥は図書館の旧館長,3.5,2,九官鳥 は 図書館 の 旧 館長,キュウカンチョウワトショカンノキュウカンチョウ
美容師さんが病死,3.0,1,美容 師 さん が 病死,ビヨウシサンガビョウシ
三条市に参上した,3.0,1,三条 市 に 参上 し た,サンジョウシニサンジョウシタ
ホエールが吼える,3.0,1,ホエール が 吼える,ホエールガホエル
川崎麻世も迷う,4.0,1,川崎 麻世 も 迷う,カワサキマヨモマヨウ
ヒグラシはその日暮らし,3.0,1,ヒグラシ は その 日 暮らし,ヒグラシワソノヒクラシ
暇つぶしにひつまぶし,3.0,1,暇つぶし に ひつ まぶし,ヒマツブシニヒツマブシ
１０００回旋回した。,3.0,2,１ ０ ０ ０ 回 旋回 し た,イチゼロゼロゼロカイセンカイシタ
マッチ貸して？Thank you very マッチ！！,3.5,2,マッチ 貸し て Thankyouvery マッチ,マッチカシテThankyouveryマッチ
美沙ちゃんとミサに出掛ける,3.0,1,美沙 ちゃん と ミサ に 出掛ける,ミサチャントミサニデカケル
シャイな社員,3.0,2,シャイ な 社員,シャイナシャイン
急須・・・。万事休す！！,2.0,1,急須 万事休す,キュウスバンジキュウス
乾燥する時期に、歓送迎会！,3.0,1,乾燥 する 時期 に 歓送 迎 会,カンソウスルジキニカンソウムカエカイ
焼肉、焼きにくい！！,2.7,4,焼肉 焼き にくい,ヤキニクヤキニクイ
石灰。おせっかい！！,3.0,1,石灰 おせっかい,セッカイオセッカイ
シラスが何かを知らす。,3.5,2,シラス が 何 か を 知らす,シラスガナニカオシラス
箒（ほうき）を放棄します。,2.5,2,箒 ほうき を 放棄 し ます,ホウキホウキオホウキシマス
腸カタルについて語る,2.0,1,腸カタル について 語る,チョウカタルニツイテカタル
猛者でも、もっさもさ,3.0,1,猛者 でも もっ さ も さ,モサデモモッサモサ
産休サンキュー！,3.0,2,産休 サンキュー,サンキュウサンキュー
ヒル次官補が昼から会見,2.0,1,ヒル 次官補 が 昼 から 会見,ヒルジカンホガヒルカラカイケン
ババァもバーバリー,2.0,1,ババァ も バー バリー,ババァモバーバリー
大和田獏と賭博,2.0,1,大和田獏 と 賭博,オオワダバクトトバク
北海道が・・・どっか移動！！,2.5,2,北海道 が どっか 移動,ホッカイドウガドッカイドウ
周富徳のシュート見とく！,3.8,9,周 富 徳 の シュート 見 とく,シュウトミトクノシュートミトク
難問なら何問でも解くぞ！,2.5,2,難問 なら 何 問 でも 解く ぞ,ナンモンナラナンモンデモトクゾ
千葉市が血走る！,1.5,2,千葉 市 が 血走る,チバシガチバシル
母子家庭の煮干し、固ぇ！,3.6,3,母子 家庭 の 煮干 し 固 ぇ,ボシカテイノニボシシカタぇ
融和のこと言うわよっ,2.0,1,融和 の こと 言う わ よっ,ユウワノコトイウワヨッ
赤字のカジノ,2.5,2,赤字 の カジノ,アカジノカジノ
うんこの味はウン、この味だ,3.0,2,うん この 味 は ウン この 味 だ,ウンコノアジワウンコノアジダ
ジャッキーチェンが、オイルジャッキ、チェンジ,3.0,1,ジャッキーチェン が オイルジャッキチェンジ,ジャッキーチェンガオイルジャッキチェンジ
ウラジミールのうなじ見～る,3.0,2,ウラジミール の うなじ 見る,ウラジミールノウナジミル
ジョーブ博士はもう大丈夫,2.0,2,ジョーブ 博士 は もう 大丈夫,ジョーブハカセワモウダイジョウブ
恵那はええなぁ～,3.0,1,恵那 は ええ なぁ,エナワエエナァ
このバス、虚無僧で混むそうだ。,2.5,2,この バス 虚無僧 で 混む そう だ,コノバスコムソウデコムソウダ
猛暑？もー、しょうがねーなー,2.0,1,猛暑 も ー しょうが ねー なー,モウショモーショウガネーナー
ウーハー買ってウハウハ,3.0,1,ウー ハー 買っ て ウハウハ,ウーハーカッテウハウハ
洞爺湖サミットってどうや？,3.0,1,洞爺湖 サミット って どう や,トウヤコサミットッテドウヤ
サミー・ソーサの、寒い捜査。,4.0,1,サミーソーサ の 寒い 捜査,サミーソーサノサムイソウサ
孟宗竹の妄想,1.0,1,孟宗竹 の 妄想,モウソウチクノモウソウ
大田区のヲタク,3.0,1,大田 区 の ヲタク,オオタクノオタク
紙が・・・かみあわない！,2.0,2,紙 が かみあわ ない,カミガカミアワナイ
上履きが割れた！！うわっバキッ！！,2.0,1,上履き が 割れ た う わっ バキッ,ウワバキガワレタウワッバキッ
耳下腺炎・・・。時価千円！？,2.5,2,耳下腺炎 時価 千 円,ジカセンエンジカセンエン
総会・・・気分爽快！,2.5,2,総会 気分 爽快,ソウカイキブンソウカイ
東証株価・・・凍傷カブか？,2.5,2,東証 株価 凍傷 カブ か,トウショウカブカトウショウカブカ
みたらし団子を、見たらしい！,2.5,2,みたらし 団子 を 見 た らしい,ミタラシダンゴオミタラシイ
ラブレター！破れたー！！,4.0,2,ラブレター 破れ た ー,ラブレターヤブレター
カッター・・・なカッター！,1.5,2,カッター な カッター,カッターナカッター
この付近に、布巾ない？,2.5,2,この 付近 に 布巾 ない,コノフキンニフキンナイ
配置して・・・ハイ、チーズ！！,2.0,1,配置 し て ハイ チーズ,ハイチシテハイチーズ
すいません・・・。タバコは吸いません。,3.2,5,すいません タバコ は 吸い ませ ん,スイマセンタバコワスイマセン
梅雨入りしたとは、つゆ知らず・・・。,1.5,2,梅雨入り し た と は つゆ 知ら ず,ツユイリシタトワツユシラズ
とん汁を、疎んじる！,3.5,2,とん汁 を 疎ん じ る,トンジルオウトンジル
車が来るまで待てない！！,2.5,2,車 が 来る まで 待て ない,クルマガクルマデマテナイ
町内会長さんは、腸内快調！,3.8,15,町内 会長 さん は 腸 内 快調,チョウナイカイチョウサンワチョウナイカイチョウ
荒川区！洗濯物が、あら！乾く！！,4.0,5,荒川 区 洗濯 物 が あら 乾く,アラカワクセンタクブツガアラカワク
豊島区は年増ばかり？？,1.5,2,豊島 区 は 年増 ばかり,トシマクワトシマバカリ
貴重な書記長！,2.5,2,貴重 な 書記 長,キチョウナショキチョウ
草刈ったら、臭かった！！,2.5,2,草 刈っ たら 臭かっ た,クサカッタラクサカッタ
部屋のニオイを、消臭してから招集する！,2.5,2,部屋 の ニオイ を 消 臭 し て から 招集 する,ヘヤノニオイオショウニオイシテカラショウシュウスル
ノーと言えないノート！,2.0,1,ノー と 言え ない ノート,ノートイエナイノート
市長がビデオ試聴,3.0,1,市長 が ビデオ 試聴,シチョウガビデオシチョウ
録音してロックオン！,2.0,1,録音 し て ロックオン,ロクオンシテロックオン
ギンガムチェックで銀紙チェック,3.0,1,ギンガム チェック で 銀紙 チェック,ギンガムチェックデギンガミチェック
スパイダーマンはスパイだっ,3.0,1,スパイダーマン は スパイ だっ,スパイダーマンワスパイダッ
古紙と引越し！！,2.0,2,古紙 と 引越し,コシトヒッコシ
主婦も祝福,3.0,1,主婦 も 祝福,シュフモシュクフク
市街地に死骸,2.0,1,市街地 に 死骸,シガイチニシガイ
別件で呼ばれたベッケンバウアー,3.0,1,別件 で 呼ば れ た ベッケンバウアー,ベッケンデヨバレタベッケンバウアー
人生の岐路に立つキロロ,3.0,1,人生 の 岐路 に 立つ キロロ,ジンセイノキロニタツキロロ
埠頭で不凍液の不当取引,3.0,1,埠頭 で 不凍液 の 不当 取引,フトウデフトウエキノフトウトリヒキ
オシッコしたから、執行猶予！！,3.6,3,オシッコ し た から 執行 猶予,オシッコシタカラシッコウユウヨ
街頭の下には該当者なし！,2.5,2,街頭 の 下 に は 該当 者 なし,ガイトウノシタニワガイトウシャナシ
コショウしたから、故障したじゃないか！！,2.5,2,コショウ し た から 故障 し た じゃ ない か,コショウシタカラコショウシタジャナイカ
ソルベでヒゲ剃るべ？,3.0,1,ソルベ で ヒゲ 剃る べ,ソルベデヒゲソルベ
鉛は、なまりがヒドい！,3.0,1,鉛 は なまり が ヒド い,ナマリワナマリガヒドイ
交番で舞台を降板！,2.5,2,交番 で 舞台 を 降板,コウバンデブタイオコウバン
横須賀の横すか！？,1.5,2,横須賀 の 横 すか,ヨコスカノヨコスカ
アメコミには、飴込み。,3.0,1,アメコミ に は 飴 込み,アメコミニワアメコミ
汗かきすぎて、焦る！！,2.5,2,汗 かき すぎ て 焦る,アセカキスギテアセル
これを今日中に、教授に渡すこと！！,2.6,3,これ を 今日 中 に 教授 に 渡す こと,コレオキョウチュウニキョウジュニワタスコト
帽子で防止する！！,2.3,3,帽子 で 防止 する,ボウシデボウシスル
短大は、どこ行ったんだい？？,3.0,2,短大 は どこ 行っ た ん だい,タンダイワドコオコナッタンダイ
バレーの試合、がんバレー！,2.5,2,バレー の 試合 がん バレー,バレーノシアイガンバレー
あびる優がシャワーをあびる！,2.0,2,あびる 優 が シャワー を あびる,アビルユウガシャワーオアビル
メカのメカニズム！,1.5,2,メカ の メカニズム,メカノメカニズム
古いメカは、だめか？,2.5,2,古い メカ は だめ か,フルイメカワダメカ
諏訪に行ったんですわ！,2.5,2,諏訪 に 行っ た ん です わ,スワニイッタンデスワ
風邪も課税対象です！,2.0,2,風邪 も 課税 対象 です,カゼモカゼイタイショウデス
胃痛いと言いたい！,3.3,3,胃 痛い と 言い たい,イイタイトイイタイ
このパッチはうそっパチ,2.0,1,この パッチ はう そっ パチ,コノパッチハウソッパチ
セミの髪型、セミロング！,2.5,2,セミ の 髪型 セミ ロング,セミノカミガタセミロング
洗剤の潜在能力はすごい！,2.6,3,洗剤 の 潜在 能力 は すごい,センザイノセンザイノウリョクワスゴイ
真駒内は、まぁ混まない！！,3.0,2,真駒内 は まぁ 混ま ない,マコマナイワマァコマナイ
感動したから勘当だ！！,2.5,2,感動 し た から 勘当 だ,カンドウシタカラカンドウダ
田舎で、いい仲！,2.3,3,田舎 で いい 仲,イナカデイイナカ
教皇が強行採決,1.0,1,教皇 が 強行 採決,キョウコウガキョウコウサイケツ
北から来た,1.7,4,北 から 来 た,キタカラキタ
先生が宣誓,2.0,1,先生 が 宣誓,センセイガセンセイ
巫女のバルサミコ,4.0,1,巫女 の バルサミコ,ミコノバルサミコ
梅酒うめぇ！,2.0,1,梅酒 うめ ぇ,ウメシュウメぇ
健康な肩甲骨,2.0,1,健康 な 肩 甲骨,ケンコウナカタコウコツ
安倍はアベック,2.7,4,安倍 は アベック,アベワアベック
家内はおっかない,3.0,1,家内 は おっかない,カナイワオッカナイ
雑炊食ってたら増水,3.0,1,雑炊 食っ て たら 増水,ゾウスイクッテタラゾウスイ
稚内に、わっ家内がいる！！,3.5,2,稚内 に わっ 家内 が いる,ワッカナイニワッカナイガイル
時計が壊れた！「ほっとけぃ！！」,2.5,2,時計 が 壊れ た ほっとけ ぃ,トケイガコワレタホットケぃ
オタマが、おったまげた！！,2.5,2,オタマ が おっ た まげ た,オタマガオッタマゲタ
「野口英世に殴られた！ 野口ひでぇ～よ！」,3.4,5,野口 英世 に 殴ら れ た 野口 ひで ぇよ,ノグチヒデヨニナグラレタノグチヒデぇよ
このカレンダー、可憐だ！,2.5,2,この カレンダー 可憐 だ,コノカレンダーカレンダ
手稲は、丁寧！！,3.5,2,手稲 は 丁寧,テイネワテイネイ
ホコリだらけで、誇りに思います。,2.5,2,ホコリ だらけ で 誇り に 思い ます,ホコリダラケデホコリニオモイマス
「手帳見ちゃった！ 許してちょう！！」,2.5,2,手帳 見 ちゃっ た 許し て ちょう,テチョウミチャッタユルシテチョウ
アイスを愛する人！,3.0,3,アイス を 愛する 人,アイスオアイスルヒト
花瓶が割れて過敏になる！,3.5,2,花瓶 が 割れ て 過敏 に なる,カビンガワレテカビンニナル
カムチャツカに来て着火,4.0,1,カムチャツカ に 来 て 着火,カムチャツカニキテチャッカ
チヂミ食ったら縮みました。,2.0,1,チヂミ 食っ たら 縮み まし た,チヂミクッタラチヂミマシタ
バスに乗って飛ばす！！,2.5,2,バス に 乗っ て 飛ばす,バスニノッテトバス
