胃痛いと言いたい！,3.3,3,胃 痛い と 言い たい,イイタイトイイタイ
このパッチはうそっパチ,2.0,1,この パッチ はう そっ パチ,コノパッチハウソッパチ
セミの髪型、セミロング！,2.5,2,セミ の 髪型 セミ ロング,セミノカミガタセミロング
洗剤の潜在能力はすごい！,2.6,3,洗剤 の 潜在 能力 は すごい,センザイノセンザイノウリョクワスゴイ
真駒内は、まぁ混まない！！,3.0,2,真駒内 は まぁ 混ま ない,マコマナイワマァコマナイ
感動したから勘当だ！！,2.5,2,感動 し た から 勘当 だ,カンドウシタカラカンドウダ
田舎で、いい仲！,2.3,3,田舎 で いい 仲,イナカデイイナカ
教皇が強行採決,1.0,1,教皇 が 強行 採決,キョウコウガキョウコウサイケツ
北から来た,1.7,4,北 から 来 た,キタカラキタ
先生が宣誓,2.0,1,先生 が 宣誓,センセイガセンセイ
巫女のバルサミコ,4.0,1,巫女 の バルサミコ,ミコノバルサミコ
梅酒うめぇ！,2.0,1,梅酒 うめ ぇ,ウメシュウメぇ
健康な肩甲骨,2.0,1,健康 な 肩 甲骨,ケンコウナカタコウコツ
安倍はアベック,2.7,4,安倍 は アベック,アベワアベック
家内はおっかない,3.0,1,家内 は おっかない,カナイワオッカナイ
雑炊食ってたら増水,3.0,1,雑炊 食っ て たら 増水,ゾウスイクッテタラゾウスイ
稚内に、わっ家内がいる！！,3.5,2,稚内 に わっ 家内 が いる,ワッカナイニワッカナイガイル
時計が壊れた！「ほっとけぃ！！」,2.5,2,時計 が 壊れ た ほっとけ ぃ,トケイガコワレタホットケぃ
オタマが、おったまげた！！,2.5,2,オタマ が おっ た まげ た,オタマガオッタマゲタ
「野口英世に殴られた！ 野口ひでぇ～よ！」,3.4,5,野口 英世 に 殴ら れ た 野口 ひで ぇよ,ノグチヒデヨニナグラレタノグチヒデぇよ
このカレンダー、可憐だ！,2.5,2,この カレンダー 可憐 だ,コノカレンダーカレンダ
手稲は、丁寧！！,3.5,2,手稲 は 丁寧,テイネワテイネイ
ホコリだらけで、誇りに思います。,2.5,2,ホコリ だらけ で 誇り に 思い ます,ホコリダラケデホコリニオモイマス
「手帳見ちゃった！ 許してちょう！！」,2.5,2,手帳 見 ちゃっ た 許し て ちょう,テチョウミチャッタユルシテチョウ
アイスを愛する人！,3.0,3,アイス を 愛する 人,アイスオアイスルヒト
花瓶が割れて過敏になる！,3.5,2,花瓶 が 割れ て 過敏 に なる,カビンガワレテカビンニナル
カムチャツカに来て着火,4.0,1,カムチャツカ に 来 て 着火,カムチャツカニキテチャッカ
チヂミ食ったら縮みました。,2.0,1,チヂミ 食っ たら 縮み まし た,チヂミクッタラチヂミマシタ
バスに乗って飛ばす！！,2.5,2,バス に 乗っ て 飛ばす,バスニノッテトバス
アテント履いて、あっ！転倒！！,3.5,2,アテント 履い て あっ 転倒,アテントハイテアッテントウ
炭は隅に置けない！,2.5,2,炭 は 隅 に 置け ない,スミワスミニオケナイ
貝料理食ったら、かいぃ～の！,2.5,2,貝 料理 食っ たら かい ぃの,カイリョウリクッタラカイぃの
店を見せびらかす！,2.5,2,店 を 見せびらかす,ミセオミセビラカス
岐阜からギフトが届いた！！,3.0,2,岐阜 から ギフト が 届い た,ギフカラギフトガトドイタ
福井の服いい！！,2.5,2,福井 の 服 いい,フクイノフクイイ
ジューシーな食感を重視！,3.6,3,ジューシー な 食 感 を 重視,ジューシーナショクカンオジュウシ
佐賀を探してたんだよ！！,2.5,2,佐賀 を 探し て た ん だ よ,サガオサガシテタンダヨ
砂で汚すな！,2.5,2,砂 で 汚す な,スナデケガスナ
あさりを、あさりに行こう！,3.0,1,あさり を あさり に 行こ う,アサリオアサリニイコウ
ジャッキーが邪気払い,2.0,1,ジャッキー が 邪気 払い,ジャッキーガジャキハライ
ジョージの昼の情事,3.0,1,ジョージ の 昼 の 情事,ジョージノヒルノジョウジ
豪華なゴーカート！,2.5,2,豪華 な ゴー カート,ゴウカナゴーカート
根室で、眠ろう！！,3.0,2,根室 で 眠ろ う,ネムロデネムロウ
ゲーリーは朝から下痢,2.0,1,ゲーリー は 朝 から 下痢,ゲーリーワアサカラゲリ
舞妓の麻衣子のマイコン,3.0,1,舞妓 の 麻衣子 の マイコン,マイコノマイコノマイコン
後藤ん家のご当地グルメ,4.0,1,後藤 ん 家 の ご 当地 グルメ,ゴトウンイエノゴトウチグルメ
栗をクリックすると痛い,1.0,1,栗 を クリック する と 痛い,クリオクリックスルトイタイ
舞子の仕事が舞い込んだ,3.0,1,舞子 の 仕事 が 舞い込ん だ,マイコノシゴトガマイコンダ
介護の会合,2.0,2,介護 の 会合,カイゴノカイゴウ
ジェシカ歯科,2.0,1,ジェシカ 歯科,ジェシカシカ
新婦が神父と新譜をリリース,2.0,1,新婦 が 神父 と 新譜 を リリース,シンプガシンプトシンプオリリース
近藤氏のコンドーム,2.0,3,近藤 氏 の コンドーム,コンドウシノコンドーム
古墳に興奮,3.0,1,古墳 に 興奮,コフンニコウフン
先頭に立って銭湯で戦闘する,2.0,1,先頭 に 立っ て 銭湯 で 戦闘 する,セントウニタッテセントウデセントウスル
オラのオーラ,1.0,1,オラ の オーラ,オラノオーラ
支那はしなしな,3.0,1,支那 は し なし な,支那ワシナシナ
傘で、かさばる,2.0,1,傘 で かさばる,カサデカサバル
端午の節句でタンゴ,3.0,1,端午 の 節句 で タンゴ,タンゴノセックデタンゴ
損したジョンソン,2.0,1,損 し た ジョンソン,ソンシタジョンソン
家裁が火災,3.0,1,家裁 が 火災,カサイガカサイ
泉ピンコにピンコ立ち,4.0,1,泉 ピンコ に ピンコ 立ち,イズミピンコニピンコタチ
奇抜な騎馬戦,2.0,1,奇抜 な 騎馬 戦,キバツナキバセン
グンゼの軍勢,3.0,2,グンゼ の 軍勢,グンゼノグンゼイ
とうとう父さんにトートバッグ,3.0,1,とうとう 父さん に トートバッグ,トウトウトウサンニトートバッグ
お寺のテラス,3.0,1,お寺 の テラス,オテラノテラス
ロスで荷を降ろす,3.0,1,ロス で 荷 を 降ろす,ロスデニオオロス
葛飾区では、カツしか食わない。,3.0,2,葛飾 区 で は カツ しか 食わ ない,カツシカクデワカツシカクワナイ
ライターで、腹痛（はらいた）,3.0,1,ライター で 腹痛 はらい た,ライターデハライタハライタ
シメを楽しめ,3.0,1,シメ を 楽しめ,シメオタノシメ
デスノートですの。,4.0,1,デスノート です の,デスノートデスノ
鰤とブリトー,3.0,1,鰤 と ブリ トー,ブリトブリトー
すっぽん鍋のスポンサー,2.0,1,すっぽん 鍋 の スポンサー,スッポンナベノスポンサー
二日酔いは、普通かよ！,3.0,1,二日酔い は 普通 か よ,フツカヨイワフツウカヨ
インドに引導,3.0,1,インド に 引導,インドニインドウ
新世代シンセだいっ,3.0,1,新 世代 シン セ だ いっ,シンセダイシンセダイッ
韓国に勧告,3.0,1,韓国 に 勧告,カンコクニカンコク
胃炎が癒えん,2.0,1,胃炎 が 癒え ん,イエンガイエン
調味料で、超魅了！,3.0,1,調味 料 で 超 魅了,チョウミリョウデチョウミリョウ
官庁で浣腸,3.0,2,官庁 で 浣腸,カンチョウデカンチョウ
フーミンは不眠,3.0,1,フー ミン は 不眠,フーミンワフミン
トンガで、おとんが、とんがる,3.0,1,トンガ で おと ん が とんがる,トンガデオトンガトンガル
明石で赤潮,2.0,1,明石 で 赤潮,アカシデアカシオ
至るところで、イタルタス通信,3.0,1,至る ところ で イタルタス 通信,イタルトコロデイタルタスツウシン
井原はいい腹,3.0,1,井原 は いい 腹,イハラワイイハラ
数万も、すまん・・・,4.0,1,数 万 も すまん,スウマンモスマン
福田副大臣,3.0,1,福田 副 大臣,フクダフクダイジン
昨日は機能してたのに,2.0,1,昨日 は 機能 し て た のに,キノウワキノウシテタノニ
五木ひろしの思いつき,3.0,2,五木 ひろし の 思いつき,イツキヒロシノオモイツキ
池へ行けっ,2.0,1,池 へ 行け っ,イケヘイケッ
ティッシュを撤収！！,2.0,1,ティッシュ を 撤収,ティッシュオテッシュウ
マイカーだけど、まぁいいか～？,3.0,2,マイカー だ けど まぁ いい か,マイカーダケドマァイイカ
「1点の差!? 何、言ってんのさ!!」,3.7,9,1 点 の 差 何 言っ て ん の さ,1テンノサナンイッテンノサ
インコでも淫行,2.0,1,インコ で も 淫行,インコデモインコウ
電話代の話題,3.0,1,電話 代 の 話題,デンワダイノワダイ
ブラジルで豚汁,2.0,1,ブラジル で 豚汁,ブラジルデトンジル
ヒマだから肥満になる,2.0,1,ヒマ だ から 肥満 に なる,ヒマダカラヒマンニナル
同期がいるから動悸がする！,3.0,2,同期 が いる から 動悸 が する,ドウキガイルカラドウキガスル
太陽見てたら、目が痛いよう！,3.0,2,太陽 見 て たら 目 が 痛い よう,タイヨウミテタラメガイタイヨウ
道徳の問題を、どう解く？,2.5,2,道徳 の 問題 を どう 解く,ドウトクノモンダイオドウトク
「江戸っ子だ！」「えっ？どこ？？」,2.6,3,江戸 っ子 だ えっ どこ,エドッコダエッドコ
スナックで砂食う！,1.5,2,スナック で 砂 食う,スナックデスナクウ
バーで、いないいないバー！！,1.5,2,バー で い ない い ない バー,バーデイナイイナイバー
回転十字架で「開店１０時か！！」,3.5,2,回転 十字架 で 開店 １ ０ 時 か,カイテンジュウジカデカイテンイチゼロジカ
いなり寿司の、言いなり！,2.7,4,い なり 寿司 の 言いなり,イナリスシノイイナリ
鳥栖市でトスして！！,2.5,2,鳥栖 市 で トス し て,トスシデトスシテ
地井武男の地位！,2.5,2,地井 武男 の 地位,チイタケオノチイ
ウレタンは売れたん？,2.6,5,ウレタン は 売れ た ん,ウレタンワウレタン
浦和で裏技披露！,3.5,2,浦和 で 裏 技 披露,ウラワデウラワザヒロウ
ＡＵは英雄だ！！,2.0,1,Ａ Ｕ は 英雄 だ,エイユーワエイユウダ
携帯で髪の毛挟んで毛、痛い！！,4.0,1,携帯 で 髪の毛 挟ん で 毛 痛い,ケイタイデカミノケハサンデケイタイ
紅一点が、こう言ってんだろ！！,3.0,1,紅一点 が こう 言っ て ん だろ,コウイッテンガコウイッテンダロ
消火できたでしょうか？？,3.3,3,消火 でき た でしょ う か,ショウカデキタデショウカ
セーター見せーた！,2.0,1,セーター 見せ ー た,セーターミセータ
政治家のメシは、ソーセージか？,3.0,1,政治 家 の メシ は ソーセージ か,セイジカノメシワソーセージカ
村長の意見を尊重しよう！！,2.0,1,村長 の 意見 を 尊重 しよ う,ソンチョウノイケンオソンチョウシヨウ
ニセの老舗！,3.0,1,ニセ の 老舗,ニセノシニセ
海産物買って解散！！,2.0,1,海産物 買っ て 解散,カイサンブツカッテカイサン
栄作さんの、えぇ作品！！,3.0,1,栄作 さん の え ぇ 作品,エイサクサンノエぇサクヒン
効率良く、凍り付く・・・,3.6,3,効率 良く 凍り付く,コウリツヨクコオリツク
政府のセーフティーガード,2.0,1,政府 の セーフティー ガード,セイフノセーフティーガード
ごくせんが苦戦する,3.0,1,ごく せん が 苦戦 する,ゴクセンガクセンスル
チューインガムに注意,3.0,1,チューインガム に 注意,チューインガムニチュウイ
国名を克明に記す,2.0,1,国名 を 克明 に 記す,コクメイオコクメイニシルス
コンゴ共和国の今後について,3.0,1,コンゴ 共和 国 の 今後 について,コンゴキョウワコクノコンゴニツイテ
浦賀の裏が崩れた,2.0,1,浦賀 の 裏 が 崩れ た,ウラガノウラガクズレタ
青木が、あ、起きた,1.0,1,青木 が あ 起き た,アオキガアオキタ
白書読んでハックション,2.0,1,白書 読ん で ハックション,ハクショヨンデハックション
捨てられたステファニー,2.0,1,捨て られ た ステファニー,ステラレタステファニー
ギャラリーのギャラいくら？,3.0,1,ギャラリー の ギャラ いくら,ギャラリーノギャライクラ
オカンがお燗,3.0,1,オカン が お 燗,オカンガオカン
刑事の掲示板,2.0,1,刑事 の 掲示板,ケイジノケイジバン
色々な異論,3.0,1,色々 な 異論,イロイロナイロン
団塊世代の段階,2.0,1,団塊 世代 の 段階,ダンカイセダイノダンカイ
既知の基地,2.0,1,既知 の 基地,キチノキチ
入荷した途端に乳化,3.0,1,入荷 し た 途端 に 乳化,ニュウカシタトタンニニュウカ
高官を交換,2.0,1,高官 を 交換,コウカンオコウカン
オカンの悪寒,3.0,1,オカン の 悪寒,オカンノオカン
ナイロンへ異論,2.0,1,ナイロン へ 異論,ナイロンヘイロン
バイトはヤバいと思う,3.0,1,バイト は ヤバ いと 思う,バイトワヤバイトオモウ
セイロン島で正論,3.0,1,セイロン 島 で 正論,セイロントウデセイロン
伊藤園に遠縁の親戚がいる,3.0,1,伊藤園 に 遠縁 の 親戚 が いる,イトウエンニトオエンノシンセキガイル
天職に転職した,3.0,2,天職 に 転職 し た,テンショクニテンショクシタ
男同士でどうしよう・・・,2.0,1,男 同士 で どう しよ う,オトコドウシデドウシヨウ
高齢化社会での恒例行事,2.0,1,高齢 化 社会 で の 恒例 行事,コウレイカシャカイデノコウレイギョウジ
結婚式後に血痕発見,2.0,1,結婚式 後 に 血痕 発見,ケッコンシキゴニケッコンハッケン
ジダンが示談,3.0,1,ジダン が 示談,ジダンガジダン
ジジィの時事論議,2.0,1,ジジィ の 時事 論議,ジジィノジジロンギ
デブの出不精,3.0,1,デブ の 出不精,デブノデブショウ
消化しようか？,3.0,1,消化 しよ う か,ショウカシヨウカ
渡辺が割った鍋,3.0,3,渡辺 が 割っ た 鍋,ワタナベガワッタナベ
ダッシュで奪取せよ,3.0,1,ダッシュ で 奪取 せよ,ダッシュデダッシュセヨ
遠くからトーク,2.5,2,遠く から トーク,トオクカラトーク
次郎をいじろう！,3.0,1,次郎 を いじろ う,ジロウオイジロウ
周富照が、シュート見てる！！,3.8,5,周 富 照 が シュート 見 てる,シュウトミアキラガシュートミテル
あいのりで、さぁ祈り！,3.0,1,あ いのり で さぁ 祈り,アイノリデサァイノリ
武者がムシャムシャ・・・,1.5,2,武者 が ムシャムシャ,ムシャガムシャムシャ
至急、子宮の検査が必要です,2.0,1,至急 子宮 の 検査 が 必要 です,シキュウシキュウノケンサガヒツヨウデス
新宿アルタからリアルタイムで,3.0,1,新宿 アルタ から リアルタイム で,シンジュクアルタカラリアルタイムデ
田んぼを探訪,2.0,1,田んぼ を 探訪,タンボオタンボウ
軍資金で米軍失禁,4.0,1,軍資金 で 米 軍 失禁,グンシキンデベイグンシッキン
段違いにいい団地,3.0,1,段違い に いい 団地,ダンチガイニイイダンチ
容姿は西洋式です,3.0,1,容姿 は 西洋 式 です,ヨウシワセイヨウシキデス
みのも、実は未納,3.0,1,みの も 実は 未納,ミノモジツハミノウ
養父は使用不能,3.0,1,養父 は 使用 不能,ヨウフワシヨウフノウ
夏木マリに、なつきます。,3.0,1,夏木 マリ に なつき ます,ナツキマリニナツキマス
武豊に、丈言ったか？,3.0,2,武 豊 に 丈 言っ た か,タケユタカニタケイッタカ
スミスをみすみす取り逃がした,3.0,1,スミス を みすみす 取り逃がし た,スミスオミスミストリニガシタ
理沙がリサイクルに来る,3.0,1,理沙 が リサイクル に 来る,リサガリサイクルニクル
岩国はいわく付き,2.0,1,岩国 は いわく付き,イワクニワイワクツキ
水戸黄門でも見とこう。文句ある？,3.0,1,水戸黄門 で も 見 とこう 文句 ある,ミトコウモンデモミトコウモンクアル
裸婦がピラフ,3.0,1,裸婦 が ピラフ,ラフガピラフ
海苔がノリノリ,2.0,1,海苔 が ノリノリ,ノリガノリノリ
桑田が加わった,3.0,1,桑田 が 加わっ た,クワタガクワワッタ
オッサンのお産,3.0,1,オッサン の お産,オッサンノオサン
貴社の記者は汽車で帰社しました,3.0,3,貴社 の 記者 は 汽車 で 帰社 し まし た,キシャノキシャワキシャデキシャシマシタ
絢香人気にあやかりたい,3.0,1,絢香 人気 に あやかり たい,アヤカニンキニアヤカリタイ
扶養家族は不要です？？,3.3,3,扶養 家族 は 不要 です,フヨウカゾクワフヨウデス
刑事が掲示板に書き込み！！,2.0,1,刑事 が 掲示板 に 書き込み,ケイジガケイジバンニカキコミ
八戸で蜂の屁かまされた！！,3.0,1,八戸 で 蜂 の 屁 か まさ れ た,ハチノヘデハチノヘカマサレタ
みなさん、洒落たシャレ言いますね！！,1.0,1,みなさん 洒落 た シャレ 言い ます ね,ミナサンシャレタシャレイイマスネ
カセットを、ちょっと貸せっと！！,1.0,1,カセット を ちょっと 貸せ っと,カセットオチョットカセット
源頼朝に、皆もっと寄りとも！！,3.0,2,源 頼朝 に 皆 もっと 寄り とも,ミナモトヨリトモニミナモットヨリトモ
ネコの根っこ！！,2.0,1,ネコ の 根っこ,ネコノネッコ
片面で固めんで！！,3.0,1,片面 で 固め ん で,カタメンデカタメンデ
瓦屋根は、変わらない！！,2.0,1,瓦 屋根 は 変わら ない,カワラヤネワカワラナイ
校長の、胡蝶蘭！！,2.5,2,校長 の 胡蝶 蘭,コウチョウノコチョウラン
校長に、コチョコチョする！！,3.6,3,校長 に コチョコチョ する,コウチョウニコチョコチョスル
菊蔵の話、聞くぞう！！,3.0,1,菊蔵 の 話 聞く ぞう,キクゾウノハナシキクゾウ
乾杯して完敗！！,2.0,1,乾杯 し て 完敗,カンパイシテカンパイ
ダンボールと暖房、売る！,3.5,2,ダンボール と 暖房 売る,ダンボールトダンボウウル
面白いから尾も白い！！,3.0,1,面白い から 尾 も 白い,オモシロイカラオモシロイ
月曜日にゲッツ！！,3.0,1,月曜日 に ゲッツ,ゲツヨウビニゲッツ
ダンサー、段差に気をつけろ！！,2.0,1,ダンサー 段差 に 気 を つけろ,ダンサーダンサニキオツケロ
階段で怪談話！！,2.0,1,階段 で 怪談 話,カイダンデカイダンバナシ
カラスが木を枯らす！！,2.5,2,カラス が 木 を 枯らす,カラスガキオカラス
「体内吸収？ もったいない！」,3.0,1,体内 吸収 もったいない,タイナイキュウシュウモッタイナイ
違法だけど、いい方に・・・。,3.0,1,違法 だ けど いい 方 に,イホウダケドイイホウニ
真下から来ました！！,3.0,1,真下 から 来 まし た,マシタカラキマシタ
林間学校にリンカーン参上！,2.5,2,林間 学校 に リンカーン 参上,リンカンガッコウニリンカーンサンジョウ
笑点見て、昇天！,3.0,2,笑 点 見 て 昇天,エミテンミテショウテン
コクヨに、宣戦布告よ！,3.0,1,コクヨ に 宣戦 布告 よ,コクヨニセンセンフコクヨ
ジャイアンと慰安旅行,3.0,1,ジャイアン と 慰安 旅行,ジャイアントイアンリョコウ
給食食って休職！,2.0,1,給食 食っ て 休職,キュウショククッテキュウショク
ホテルで熱る,1.5,2,ホテル で 熱る,ホテルデホテル
冷気でブレーキ,2.0,1,冷気 で ブレーキ,レイキデブレーキ
東芝の投資場！,3.0,1,東芝 の 投資 場,トウシバノトウシジョウ
甲子園の復興支援,2.0,1,甲子園 の 復興 支援,コウシエンノフッコウシエン
吉川晃司の実家は工事,4.0,1,吉川 晃司 の 実家 は 工事,ヨシカワコウジノジッカワコウジ
聖子ちゃんカット成功！,3.0,1,聖子 ちゃん カット 成功,セイコチャンカットセイコウ
三重県、まる見え！！,3.5,2,三重 県 まる 見え,ミエケンマルミエ
タカヨさん、またかよ！,3.0,1,タカヨ さん また か よ,タカヨサンマタカヨ
ミラーで見ら～れた！！,2.0,1,ミラー で 見 られ た,ミラーデミラレタ
先公が線香！！,2.0,1,先 公 が 線香,センオオヤケガセンコウ
太田さんはオータム！！,2.0,1,太田 さん は オータム,オオタサンワオータム
スイカの種おちてる！きたねぇー！！,2.0,1,スイカ の 種 おち てる き た ねぇ ー,スイカノタネオチテルキタネェー
卓球しながら宅急便！！,2.2,4,卓球 し ながら 宅急便,タッキュウシナガラタッキュウビン
吸盤は９番です！,1.0,1,吸盤 は ９ 番 です,キュウバンワキュウバンデス
南蛮は何番ですか？,2.0,1,南蛮 は 何 番 です か,ナンバンワナンバンデスカ
おしんこ食って出発進行！！,2.0,1,お しんこ 食っ て 出発 進行,オシンコクッテシュッパツシンコウ
古田が腕をふるった！！,2.0,1,古田 が 腕 を ふるっ た,フルタガウデオフルッタ
鯵の味がする！,2.0,1,鯵 の 味 が する,アジノアジガスル
牛の後ろめたい気持ち。,2.0,1,牛 の 後ろめたい 気持ち,ウシノウシロメタイキモチ
地検といえば愛知県！！,3.0,1,地検 と いえ ば 愛知 県,チケントイエバアイチケン
席替えしたけど、この席がえぇ！,3.0,1,席 替え し た けど この 席 が え ぇ,セキカエシタケドコノセキガエぇ
イナバウアーに驚く稲葉「ウワァ～！！」,3.0,1,イナバウアー に 驚く 稲葉 ウワァ,イナバウアーニオドロクイナバウワァ
あんたと安泰！！,2.0,1,あんた と 安泰,アンタトアンタイ
野田なのだ！,2.0,1,野田 な の だ,ノダナノダ
「糸貸して？」「いーとも！」,3.0,1,糸 貸し て い ー とも,イトカシテイートモ
数あるカジュアルブランドの中で,2.0,1,数 ある カジュアル ブランド の 中 で,カズアルカジュアルブランドノナカデ
奥菜恵は、漬け置き舐め組,4.0,1,奥菜 恵 は 漬け 置き 舐め 組,オキナメグミワツケオキナメグミ
レジで切れ痔,2.0,1,レジ で 切れ 痔,レジデキレジ
部落バスで、ブラックバス釣り,3.0,1,部落 バス で ブラック バス 釣り,ブラクバスデブラックバスヅリ
頭領に、投了。,2.0,1,頭領 に 投了,トウリョウニトウリョウ
ラベルは、選べる！！,2.0,2,ラベル は 選べる,ラベルワエラベル
ノマネコは、飲まねぇ子！！,3.0,1,ノマネコ は 飲ま ねぇ 子,ノマネコワノマネェコ
「捜査するの？」「あぁ、そうさ！」,2.0,1,捜査 する の あぁ そう さ,ソウサスルノアァソウサ
タコ、食べたことない・・・,3.0,2,タコ 食べ た こと ない,タコタベタコトナイ
イクラは幾ら？,2.6,3,イクラ は 幾ら,イクラワイクラ
カンパし合って、カンパチ。,2.3,3,カンパ し 合っ て カンパチ,カンパシアッテカンパチ
ジュード・ロウが、中トロ。,2.5,2,ジュードロウ が 中 トロ,ジュードロウガチュウトロ
中トロでは中途半端,3.3,3,中 トロ で は 中途半端,チュウトロデワチュウトハンパ
あら汁にあらじ。,3.5,2,あら 汁 に あら じ,アラジルニアラジ
イカはいかが？,2.5,2,イカ は いか が,イカワイカガ
明日・朝より、さより。,2.5,2,明日 朝 より さより,アシタアサヨリサヨリ
鉄火でも食ってっか？,3.5,2,鉄火 でも 食っ て っ か,テッカデモクッテッカ
バイ貝は、2倍がいい。,3.5,2,バイ 貝 は 2 倍 が いい,バイカイワ2バイガイイ
大トロで、オートロック。,3.6,3,大 トロ で オート ロック,ダイトロデオートロック
ブリは久しぶり～,2.0,1,ブリ は 久しぶり,ブリワヒサシブリ
縁側で食べる、エンガワ。,2.0,2,縁側 で 食べる エンガワ,エンガワデタベルエンガワ
真鯛は、ホンマ大好き,3.0,1,真鯛 は ホンマ 大好き,マダイワホンマダイスキ
ウニが言うには・・・,3.0,1,ウニ が 言う に は,ウニガイウニワ
ヒラメの、ひらめき！,3.0,1,ヒラメ の ひらめき,ヒラメノヒラメキ
ゲソ食べて、ゲッソリ・・・,2.0,1,ゲソ 食べ て ゲッソリ,ゲソタベテゲッソリ
ゲソ食べると、ハゲそう・・・,3.0,1,ゲソ 食べる と ハゲ そう,ゲソタベルトハゲソウ
アジを味わう。,2.0,2,アジ を 味わう,アジオアジワウ
ツナでは、切ない・・・,3.0,1,ツナ で は 切ない,ツナデワセツナイ
アワビと一緒に泡ビール,2.0,1,アワビ と 一緒 に 泡 ビール,アワビトイッショニアワビール
イワシで、いわしたろか？,3.0,1,イワシ で いわし たろ か,イワシデイワシタロカ
〆鯖で、おしめ、さばく。,2.0,1,〆 鯖 で おしめ さばく,〆サバデオシメサバク
サーモンの査問委員会,2.0,1,サーモン の 査問 委員 会,サーモンノサモンイインカイ
白魚で、あしらう、王。,2.0,1,白魚 で あしらう 王,シラウオデアシラウオウ
カジキで、家事禁止！,3.0,1,カジキ で 家事 禁止,カジキデカジキンシ
鈴木がスズキ,2.0,1,鈴木 が スズキ,スズキガスズキ
「岩ガキでいいわ、ガキ！」,2.0,2,岩 ガキ で いい わ ガキ,イワガキデイイワガキ
シャコは車庫で食え！,3.0,1,シャコ は 車庫 で 食え,シャコワシャコデクエ
牡蠣は、食欲かき立てる。,2.0,1,牡蠣 は 食欲 かき立てる,カキワショクヨクカキタテル
「サワラに触らんといて！」,3.0,1,サワラ に 触ら ん と い て,サワラニサワラントイテ
ガリ食って強がり！,3.0,1,ガリ 食っ て 強がり,ガリクッテツヨガリ
図工室でコケた！ズコッ！！,2.0,1,図工 室 で コケ た ズコッ,ズコウシツデコケタズコッ
東急ハンズで投球練習！！,2.0,1,東急ハンズ で 投球 練習,トウキュウハンズデトウキュウレンシュウ
シーサーって美しーさー！！,2.0,1,シーサー って 美し ー さ ー,シーサーッテウツクシーサー
岩手で祝ってくれ！！,2.5,2,岩手 で 祝っ て くれ,イワテデイワッテクレ
客観的に見て却下！！,3.6,3,客観 的 に 見 て 却下,キャッカンテキニミテキャッカ
給料は、たったの９両！？,3.0,1,給料 は たった の ９ 両,キュウリョウワタッタノキュウリョウ
カラーインクが空になってる！！,2.0,1,カラー インク が 空 に なっ てる,カラーインクガソラニナッテル
江東区が高騰！！,2.0,1,江東 区 が 高騰,コウトウクガコウトウ
彫刻で超濃くして！！,3.0,1,彫刻 で 超 濃く し て,チョウコクデチョウコクシテ
日大は何日だい？,2.0,1,日大 は 何 日 だい,ニチダイワナンニチダイ
帝京大学の提供でお送りします。,2.0,1,帝京大学 の 提供 で お送り し ます,テイキョウダイガクノテイキョウデオオクリシマス
亜細亜大学にアジャコングがいる！！,3.0,1,亜細亜大学 に アジャコング が いる,アジアダイガクニアジャコングガイル
成城大学は正常です。,2.0,1,成城大学 は 正常 です,セイジョウダイガクワセイジョウデス
先週、専修大学に行きました。,2.0,1,先週 専修大学 に 行き まし た,センシュウセンシュウダイガクニイキマシタ
慶応義塾大学が４４秒ＫＯ！！,2.0,1,慶応義塾大学 が ４ ４ 秒 ＫＯ,ケイオウギジュクダイガクガヨンヨンビョウケイオー
肉まん食ったからって、憎まんでくれよ！！,3.0,1,肉まん 食っ た から って 憎ま ん で くれ よ,ニクマンクッタカラッテニクマンデクレヨ
データーが出たーーーーー！！,2.0,1,データー が 出 た ーーーーー,データーガデターーーーー
シューがしぼんでく！！プシュ～～～！,2.0,1,シュー が しぼん で く プシュ,シューガシボンデクプシュ
モツを持つ,2.0,1,モツ を 持つ,モツオモツ
この衣装、いいっしょ～！！,2.0,1,この 衣装 いい っしょ,コノイショウイイッショ
小田急に、おっ！打球が！！！,3.5,2,小田急 に おっ 打球 が,オダキュウニオッダキュウガ
寝台特急で死んだ、伊藤久右衛門（きゅうえもん）,4.0,1,寝台 特急 で 死ん だ 伊藤 久右衛門 きゅう えも ん,シンダイトッキュウデシンダイトウキュウエモンキュウエモン
換気扇、換気するのに換気せん！！,3.0,1,換気扇 換気 する の に 換気 せ ん,カンキセンカンキスルノニカンキセン
チョークをなくして、超くやしい（＞－＜）,3.3,3,チョーク を なくし て 超 くやしい ＞ － ＜,チョークオナクシテチョウクヤシイ＞ヒク＜
死んだ医者のせた寝台車。,3.5,8,死ん だ 医者 のせ た 寝台 車,シンダイシャノセタシンダイシャ
タクシーは、広尾で拾おう。,3.0,1,タクシー は 広尾 で 拾お う,タクシーワヒロオデヒロオウ
丸の内で決まる農地,3.0,1,丸の内 で 決まる 農地,マルノウチデキマルノウチ
後楽園では、コーラ食えん！,2.5,2,後楽園 で は コーラ 食え ん,コウラクエンデワコーラクエン
赤坂で食べるのは、ドリアか魚。,2.0,1,赤坂 で 食べる の は ドリア か 魚,アカサカデタベルノワドリアカサカナ
ヨークシャーテリアの照り焼き,3.0,1,ヨークシャー テリア の 照り 焼き,ヨークシャーテリアノテリヤキ
明石市で、タネ明かししよう。,3.0,1,明石 市 で タネ明かし しよ う,アカシシデタネアカシシヨウ
